a,b,h1,h2,h3,o,t,delta_h1,delta_h2,delta_h3,delta_o,w_bias_h1,w_a_h1,w_b_h1,w_bias_h2,w_a_h2,w_b_h2,w_bias_h3,w_a_h3,w_b_h3,w_bias_o,w_h1_o,w_h2_o,w_h3_o
   1.62110,  -0.20970,   0.37431,   0.36788,   0.64688,   0.51874,   1.00000,   0.00595,   0.01513,  -0.01250,   0.12015,   0.21283,  -0.40638,   0.30245,  -0.43321,  -0.11505,  -0.42687,   0.24313,   0.24283,   0.19358,   0.11529,   0.22056,   0.55029,  -0.43994
   1.54276,   1.71670,   0.52625,   0.20693,   0.72113,   0.50700,   1.00000,   0.00678,   0.01113,  -0.01090,   0.12323,   0.21419,  -0.40429,   0.30477,  -0.43098,  -0.11162,  -0.42305,   0.24095,   0.23947,   0.18983,   0.13994,   0.23353,   0.55539,  -0.42216
   8.13713,   0.30212,   0.04818,   0.18739,   0.90438,   0.46841,   0.00000,  -0.00125,  -0.00986,   0.00426,  -0.11663,   0.21394,  -0.40633,   0.30470,  -0.43296,  -0.12767,  -0.42364,   0.24180,   0.24640,   0.19009,   0.11661,   0.23240,   0.55102,  -0.44326
   0.09463,   1.29466,   0.63876,   0.27022,   0.62509,   0.53417,   1.00000,   0.00622,   0.01260,  -0.01204,   0.11591,   0.21518,  -0.40621,   0.30631,  -0.43044,  -0.12743,  -0.42038,   0.23939,   0.24617,   0.18697,   0.13979,   0.24721,   0.55728,  -0.42877
   1.43136,   0.80868,   0.47040,   0.27832,   0.67764,   0.53012,   1.00000,   0.00721,   0.01310,  -0.01096,   0.11704,   0.21662,  -0.40415,   0.30747,  -0.42782,  -0.12368,  -0.41826,   0.23720,   0.24303,   0.18520,   0.16320,   0.25822,   0.56380,  -0.41291
   1.53199,   2.90412,   0.62020,   0.13800,   0.75903,   0.52192,   1.00000,   0.00726,   0.00800,  -0.00901,   0.11929,   0.21807,  -0.40192,   0.31169,  -0.42622,  -0.12123,  -0.41361,   0.23540,   0.24027,   0.17997,   0.18706,   0.27302,   0.56709,  -0.39480
   6.18506,   5.25817,   0.34775,   0.03387,   0.93510,   0.48302,   0.00000,  -0.00747,  -0.00224,   0.00289,  -0.12061,   0.21658,  -0.41116,   0.30383,  -0.42666,  -0.12400,  -0.41597,   0.23598,   0.24384,   0.18300,   0.16294,   0.26463,   0.56627,  -0.41735
  -1.34167,  -0.63626,   0.63989,   0.50109,   0.44828,   0.60562,   1.00000,   0.00574,   0.01334,  -0.00972,   0.09420,   0.21773,  -0.41270,   0.30310,  -0.42400,  -0.12758,  -0.41766,   0.23403,   0.24645,   0.18424,   0.18178,   0.27669,   0.57571,  -0.40891
   5.68479,   5.23111,   0.36753,   0.03442,   0.93079,   0.48068,   0.00000,  -0.00772,  -0.00230,   0.00316,  -0.11999,   0.21619,  -0.42148,   0.29503,  -0.42446,  -0.13019,  -0.42007,   0.23466,   0.25005,   0.18755,   0.15778,   0.26787,   0.57489,  -0.43125
   1.58859,   0.77102,   0.44376,   0.27785,   0.68492,   0.53519,   1.00000,   0.00765,   0.01334,  -0.01076,   0.11563,   0.21771,  -0.41905,   0.29621,  -0.42179,  -0.12595,  -0.41801,   0.23251,   0.24663,   0.18589,   0.18090,   0.27813,   0.58131,  -0.41541
   1.13391,   2.33929,   0.60718,   0.17618,   0.72051,   0.53815,   0.00000,  -0.00887,  -0.01129,   0.01119,  -0.13375,   0.21594,  -0.42106,   0.29206,  -0.42405,  -0.12851,  -0.42329,   0.23475,   0.24917,   0.19112,   0.15415,   0.26189,   0.57660,  -0.43468
   2.52374,   2.57005,   0.47599,   0.13750,   0.79491,   0.50314,   0.00000,  -0.00822,  -0.00860,   0.00891,  -0.12578,   0.21430,  -0.42521,   0.28783,  -0.42577,  -0.13285,  -0.42771,   0.23653,   0.25366,   0.19571,   0.12900,   0.24991,   0.57314,  -0.45468
   4.60895,   1.01778,   0.18962,   0.18643,   0.83269,   0.47617,   0.00000,  -0.00456,  -0.01032,   0.00752,  -0.11877,   0.21338,  -0.42941,   0.28690,  -0.42783,  -0.14237,  -0.42981,   0.23804,   0.26060,   0.19724,   0.10524,   0.24541,   0.56871,  -0.47446
   2.42647,  -0.00082,   0.30390,   0.31585,   0.70479,   0.50626,   1.00000,   0.00641,   0.01517,  -0.01218,   0.12341,   0.21467,  -0.42630,   0.28690,  -0.42480,  -0.13501,  -0.42981,   0.23560,   0.25469,   0.19724,   0.12992,   0.25291,   0.57651,  -0.45706
   5.72063,   4.06184,   0.25756,   0.05007,   0.92370,   0.45060,   0.00000,  -0.00539,  -0.00306,   0.00359,  -0.11155,   0.21359,  -0.43247,   0.28252,  -0.42541,  -0.13851,  -0.43230,   0.23632,   0.25880,   0.20016,   0.10761,   0.24716,   0.57539,  -0.47767
   2.62484,   3.02453,   0.48323,   0.10944,   0.82069,   0.47452,   1.00000,   0.00809,   0.00735,  -0.00921,   0.13103,   0.21520,  -0.42823,   0.28741,  -0.42394,  -0.13465,  -0.42785,   0.23448,   0.25396,   0.19459,   0.13382,   0.25983,   0.57826,  -0.45616
   1.15639,   0.94711,   0.49805,   0.27193,   0.67094,   0.52857,   1.00000,   0.00763,   0.01345,  -0.01183,   0.11747,   0.21673,  -0.42646,   0.28886,  -0.42125,  -0.13154,  -0.42531,   0.23211,   0.25123,   0.19235,   0.15731,   0.27153,   0.58465,  -0.44040
  -0.11386,  -0.80074,   0.50850,   0.48358,   0.51237,   0.58721,   1.00000,   0.00679,   0.01461,  -0.01101,   0.10006,   0.21809,  -0.42662,   0.28777,  -0.41833,  -0.13187,  -0.42765,   0.22991,   0.25148,   0.19411,   0.17733,   0.28170,   0.59433,  -0.43015
   7.01504,   3.06649,   0.13099,   0.06569,   0.93017,   0.46336,   0.00000,  -0.00369,  -0.00420,   0.00322,  -0.11522,   0.21735,  -0.43180,   0.28551,  -0.41917,  -0.13777,  -0.43022,   0.23055,   0.25599,   0.19608,   0.15428,   0.27868,   0.59281,  -0.45158
   2.56084,   4.85306,   0.62179,   0.05417,   0.86268,   0.49253,   0.00000,  -0.00807,  -0.00374,   0.00659,  -0.12310,   0.21574,  -0.43594,   0.27767,  -0.41992,  -0.13968,  -0.43385,   0.23187,   0.25937,   0.20248,   0.12966,   0.26338,   0.59148,  -0.47282
   6.58401,   4.38138,   0.19188,   0.03767,   0.94410,   0.43932,   0.00000,  -0.00442,  -0.00232,   0.00270,  -0.10821,   0.21485,  -0.44175,   0.27380,  -0.42038,  -0.14274,  -0.43589,   0.23241,   0.26292,   0.20484,   0.10802,   0.25922,   0.59066,  -0.49325
   2.08421,   2.31406,   0.48194,   0.15103,   0.77806,   0.48460,   1.00000,   0.00833,   0.00975,  -0.01096,   0.12873,   0.21652,  -0.43828,   0.27766,  -0.41843,  -0.13868,  -0.43137,   0.23022,   0.25835,   0.19977,   0.13376,   0.27163,   0.59455,  -0.47322
   0.07600,   0.76929,   0.59792,   0.31847,   0.59954,   0.55028,   1.00000,   0.00727,   0.01436,  -0.01264,   0.11129,   0.21797,  -0.43817,   0.27878,  -0.41556,  -0.13846,  -0.42917,   0.22769,   0.25816,   0.19782,   0.15602,   0.28494,   0.60164,  -0.45988
   0.52130,   1.95936,   0.63083,   0.20939,   0.67915,   0.53729,   1.00000,   0.00763,   0.01146,  -0.01153,   0.11504,   0.21950,  -0.43738,   0.28177,  -0.41327,  -0.13726,  -0.42468,   0.22538,   0.25696,   0.19330,   0.17903,   0.29945,   0.60646,  -0.44425
   1.47423,   4.16032,   0.67851,   0.08452,   0.80351,   0.51912,   0.00000,  -0.00846,  -0.00608,   0.00909,  -0.12959,   0.21781,  -0.43987,   0.27472,  -0.41448,  -0.13906,  -0.42974,   0.22720,   0.25964,   0.20087,   0.15311,   0.28187,   0.60427,  -0.46508
   4.62979,   1.90810,   0.21509,   0.13259,   0.85967,   0.47354,   0.00000,  -0.00562,  -0.00820,   0.00662,  -0.11805,   0.21668,  -0.44507,   0.27258,  -0.41612,  -0.14665,  -0.43287,   0.22853,   0.26577,   0.20339,   0.12950,   0.27679,   0.60114,  -0.48537
   5.76937,   3.13607,   0.18298,   0.06788,   0.91681,   0.44422,   0.00000,  -0.00454,  -0.00417,   0.00406,  -0.10967,   0.21577,  -0.45031,   0.26973,  -0.41696,  -0.15147,  -0.43548,   0.22934,   0.27046,   0.20594,   0.10757,   0.27277,   0.59965,  -0.50548
   3.11687,   6.48947,   0.63706,   0.02377,   0.91749,   0.45805,   0.00000,  -0.00717,  -0.00158,   0.00435,  -0.11371,   0.21434,  -0.45478,   0.26043,  -0.41728,  -0.15245,  -0.43754,   0.23021,   0.27317,   0.21159,   0.08482,   0.25829,   0.59911,  -0.52635
   2.96815,   5.36082,   0.56478,   0.03859,   0.89801,   0.44551,   0.00000,  -0.00699,  -0.00245,   0.00531,  -0.11005,   0.21294,  -0.45893,   0.25293,  -0.41776,  -0.15391,  -0.44016,   0.23127,   0.27632,   0.21728,   0.06281,   0.24586,   0.59826,  -0.54611
   1.28734,   0.65358,   0.44706,   0.28832,   0.67458,   0.49420,   1.00000,   0.00768,   0.01552,  -0.01516,   0.12643,   0.21448,  -0.45695,   0.25394,  -0.41466,  -0.14991,  -0.43813,   0.22824,   0.27242,   0.21530,   0.08810,   0.25716,   0.60555,  -0.52906
   0.65785,   2.36276,   0.62571,   0.17531,   0.71425,   0.49432,   1.00000,   0.00761,   0.01107,  -0.01365,   0.12640,   0.21600,  -0.45595,   0.25754,  -0.41245,  -0.14845,  -0.43290,   0.22551,   0.27062,   0.20885,   0.11338,   0.27298,   0.60998,  -0.51100
   5.59192,   3.14590,   0.17896,   0.06885,   0.91651,   0.43436,   0.00000,  -0.00428,  -0.00417,   0.00417,  -0.10672,   0.21515,  -0.46073,   0.25484,  -0.41328,  -0.15312,  -0.43553,   0.22634,   0.27529,   0.21147,   0.09204,   0.26916,   0.60851,  -0.53056
  -0.71032,   6.37506,   0.89725,   0.04390,   0.79882,   0.48411,   0.00000,  -0.00300,  -0.00309,   0.01031,  -0.12091,   0.21455,  -0.46031,   0.25102,  -0.41390,  -0.15268,  -0.43946,   0.22840,   0.27382,   0.22462,   0.06786,   0.24746,   0.60745,  -0.54988
   1.48630,   1.43346,   0.47258,   0.21912,   0.72259,   0.48015,   1.00000,   0.00800,   0.01349,  -0.01430,   0.12976,   0.21615,  -0.45793,   0.25331,  -0.41120,  -0.14867,  -0.43560,   0.22554,   0.26957,   0.22052,   0.09381,   0.25973,   0.61313,  -0.53113
   1.27285,   0.19445,   0.42129,   0.33512,   0.64829,   0.51609,   1.00000,   0.00765,   0.01651,  -0.01464,   0.12085,   0.21768,  -0.45598,   0.25361,  -0.40790,  -0.14447,  -0.43496,   0.22262,   0.26585,   0.21995,   0.11798,   0.26991,   0.62123,  -0.51546
   1.13885,   2.08417,   0.55650,   0.18559,   0.72786,   0.50207,   1.00000,   0.00829,   0.01169,  -0.01271,   0.12448,   0.21934,  -0.45409,   0.25707,  -0.40556,  -0.14181,  -0.43008,   0.22007,   0.26295,   0.21465,   0.14287,   0.28376,   0.62586,  -0.49734
   2.08421,   2.31406,   0.46699,   0.15494,   0.77986,   0.49613,   1.00000,   0.00890,   0.01032,  -0.01075,   0.12596,   0.22112,  -0.45038,   0.26118,  -0.40350,  -0.13750,  -0.42531,   0.21792,   0.25847,   0.20967,   0.16807,   0.29553,   0.62976,  -0.47769
   8.39934,   5.51428,   0.10702,   0.01977,   0.97194,   0.43730,   0.00000,  -0.00304,  -0.00131,   0.00140,  -0.10760,   0.22051,  -0.45549,   0.25783,  -0.40376,  -0.13971,  -0.42675,   0.21820,   0.26082,   0.21122,   0.14655,   0.29323,   0.62933,  -0.49861
   1.72661,   3.66990,   0.59394,   0.09876,   0.80902,   0.49487,   0.00000,  -0.00875,  -0.00693,   0.00953,  -0.12370,   0.21876,  -0.45851,   0.25141,  -0.40515,  -0.14210,  -0.43184,   0.22011,   0.26411,   0.21821,   0.12180,   0.27853,   0.62689,  -0.51862
   1.83376,   2.06884,   0.47454,   0.17377,   0.76058,   0.49212,   1.00000,   0.00882,   0.01143,  -0.01199,   0.12694,   0.22052,  -0.45528,   0.25506,  -0.40286,  -0.13791,  -0.42711,   0.21771,   0.25972,   0.21325,   0.14719,   0.29058,   0.63130,  -0.49931
   2.31377,   3.33622,   0.50451,   0.10462,   0.82202,   0.48735,   1.00000,   0.00930,   0.00757,  -0.00936,   0.12808,   0.22238,  -0.45097,   0.26127,  -0.40135,  -0.13441,  -0.42206,   0.21584,   0.25539,   0.20701,   0.17281,   0.30350,   0.63398,  -0.47826
   6.54781,   3.53724,   0.14108,   0.05873,   0.93216,   0.45191,   0.00000,  -0.00412,  -0.00392,   0.00339,  -0.11193,   0.22156,  -0.45636,   0.25836,  -0.40213,  -0.13955,  -0.42483,   0.21652,   0.25982,   0.20940,   0.15042,   0.30034,   0.63267,  -0.49912
  -0.32691,   2.49473,   0.73405,   0.19523,   0.65791,   0.54141,   1.00000,   0.00668,   0.01132,  -0.01279,   0.11386,   0.22289,  -0.45680,   0.26169,  -0.39987,  -0.14029,  -0.41919,   0.21396,   0.26066,   0.20302,   0.17319,   0.31706,   0.63711,  -0.48414
   5.77497,   5.99243,   0.30007,   0.02362,   0.94959,   0.45602,   0.00000,  -0.00753,  -0.00166,   0.00262,  -0.11312,   0.22139,  -0.46550,   0.25266,  -0.40020,  -0.14220,  -0.42118,   0.21448,   0.26368,   0.20616,   0.15057,   0.31027,   0.63658,  -0.50563
   0.25163,   1.72844,   0.63203,   0.23795,   0.65411,   0.54175,   1.00000,   0.00821,   0.01313,  -0.01301,   0.11376,   0.22303,  -0.46509,   0.25550,  -0.39757,  -0.14154,  -0.41664,   0.21188,   0.26303,   0.20166,   0.17332,   0.32465,   0.64199,  -0.49074
   3.78405,   5.06025,   0.43930,   0.04559,   0.90271,   0.47557,   0.00000,  -0.00948,  -0.00331,   0.00511,  -0.11861,   0.22113,  -0.47226,   0.24590,  -0.39824,  -0.14405,  -0.41999,   0.21290,   0.26690,   0.20684,   0.14960,   0.31423,   0.64091,  -0.51216
   3.04658,   1.41992,   0.29556,   0.19256,   0.78914,   0.49043,   1.00000,   0.00833,   0.01269,  -0.01085,   0.12735,   0.22280,  -0.46719,   0.24826,  -0.39570,  -0.13632,  -0.41639,   0.21073,   0.26029,   0.20376,   0.17507,   0.32176,   0.64582,  -0.49206
   5.44914,   6.27668,   0.31762,   0.02293,   0.94824,   0.45648,   0.00000,  -0.00790,  -0.00164,   0.00274,  -0.11326,   0.22122,  -0.47580,   0.23835,  -0.39603,  -0.13810,  -0.41845,   0.21128,   0.26327,   0.20719,   0.15242,   0.31456,   0.64530,  -0.51354
   6.12160,   5.46429,   0.19957,   0.02853,   0.95050,   0.43671,   0.00000,  -0.00540,  -0.00192,   0.00260,  -0.10743,   0.22014,  -0.48240,   0.23245,  -0.39641,  -0.14046,  -0.42055,   0.21180,   0.26644,   0.21003,   0.13093,   0.31028,   0.64468,  -0.53396
   4.13123,   3.69308,   0.28611,   0.07380,   0.88975,   0.44823,   0.00000,  -0.00703,  -0.00488,   0.00581,  -0.11086,   0.21873,  -0.48821,   0.22726,  -0.39739,  -0.14449,  -0.42415,   0.21296,   0.27124,   0.21432,   0.10876,   0.30393,   0.64305,  -0.55369
   0.78001,   0.77238,   0.50336,   0.30202,   0.64338,   0.52491,   1.00000,   0.00900,   0.01606,  -0.01505,   0.11848,   0.22053,  -0.48681,   0.22865,  -0.39417,  -0.14199,  -0.42167,   0.20995,   0.26889,   0.21199,   0.13246,   0.31586,   0.65020,  -0.53844
   1.48274,   0.00436,   0.37748,   0.35285,   0.64784,   0.53302,   1.00000,   0.00863,   0.01726,  -0.01428,   0.11624,   0.22226,  -0.48425,   0.22866,  -0.39072,  -0.13687,  -0.42166,   0.20709,   0.26466,   0.21198,   0.15570,   0.32463,   0.65841,  -0.52338
   1.74136,   0.59056,   0.38085,   0.29358,   0.68851,   0.52804,   1.00000,   0.00900,   0.01606,  -0.01320,   0.11762,   0.22406,  -0.48111,   0.22972,  -0.38751,  -0.13128,  -0.41976,   0.20445,   0.26006,   0.21042,   0.17923,   0.33359,   0.66531,  -0.50718
   2.55205,   1.29539,   0.33044,   0.21989,   0.75781,   0.51285,   1.00000,   0.00898,   0.01389,  -0.01133,   0.12171,   0.22586,  -0.47653,   0.23205,  -0.38473,  -0.12419,  -0.41616,   0.20219,   0.25428,   0.20748,   0.20357,   0.34164,   0.67066,  -0.48874
   0.08230,   0.66759,   0.58457,   0.33787,   0.58943,   0.58463,   1.00000,   0.00837,   0.01513,  -0.01193,   0.10087,   0.22753,  -0.47639,   0.23317,  -0.38171,  -0.12394,  -0.41414,   0.19980,   0.25408,   0.20589,   0.22374,   0.35343,   0.67748,  -0.47685
  -2.49457,   5.39698,   0.93549,   0.09049,   0.66311,   0.57432,   0.00000,  -0.00299,  -0.00783,   0.01496,  -0.14041,   0.22693,  -0.47489,   0.22993,  -0.38327,  -0.12003,  -0.42259,   0.20279,   0.24662,   0.22203,   0.19566,   0.32716,   0.67494,  -0.49547
   6.07224,   4.14117,   0.15387,   0.05406,   0.93213,   0.45528,   0.00000,  -0.00481,  -0.00390,   0.00354,  -0.11291,   0.22597,  -0.48074,   0.22595,  -0.38405,  -0.12476,  -0.42582,   0.20350,   0.25092,   0.22497,   0.17308,   0.32369,   0.67372,  -0.51652
   3.16943,   2.27767,   0.31366,   0.14813,   0.81923,   0.48782,   0.00000,  -0.00849,  -0.01036,   0.00932,  -0.12188,   0.22427,  -0.48612,   0.22208,  -0.38612,  -0.13133,  -0.43054,   0.20537,   0.25683,   0.22921,   0.14870,   0.31604,   0.67011,  -0.53649
   0.85033,   0.74575,   0.49413,   0.30600,   0.64444,   0.54096,   1.00000,   0.00901,   0.01622,  -0.01401,   0.11399,   0.22607,  -0.48459,   0.22342,  -0.38288,  -0.12857,  -0.42812,   0.20256,   0.25445,   0.22712,   0.17150,   0.32730,   0.67708,  -0.52180
   7.45726,   1.52901,   0.04539,   0.11959,   0.92036,   0.44697,   0.00000,  -0.00157,  -0.00788,   0.00423,  -0.11049,   0.22576,  -0.48692,   0.22294,  -0.38445,  -0.14032,  -0.43053,   0.20341,   0.26075,   0.22842,   0.14940,   0.32630,   0.67444,  -0.54213
   1.91838,   0.09251,   0.33454,   0.33326,   0.67365,   0.52950,   1.00000,   0.00851,   0.01757,  -0.01397,   0.11722,   0.22746,  -0.48366,   0.22310,  -0.38094,  -0.13358,  -0.43020,   0.20061,   0.25539,   0.22816,   0.17285,   0.33414,   0.68225,  -0.52634
   4.36138,   4.30822,   0.28480,   0.05641,   0.90866,   0.45716,   0.00000,  -0.00772,  -0.00412,   0.00496,  -0.11345,   0.22592,  -0.49039,   0.21645,  -0.38177,  -0.13718,  -0.43375,   0.20161,   0.25971,   0.23243,   0.15016,   0.32768,   0.68097,  -0.54696
  -0.18448,   0.93417,   0.62682,   0.31829,   0.59166,   0.56185,   1.00000,   0.00827,   0.01594,  -0.01425,   0.10786,   0.22757,  -0.49070,   0.21799,  -0.37858,  -0.13776,  -0.43078,   0.19876,   0.26024,   0.22976,   0.17173,   0.34120,   0.68784,  -0.53419
   1.63727,   5.84954,   0.66804,   0.04213,   0.87749,   0.48997,   0.00000,  -0.00926,  -0.00340,   0.00703,  -0.12244,   0.22572,  -0.49373,   0.20715,  -0.37926,  -0.13888,  -0.43475,   0.20016,   0.26254,   0.23799,   0.14724,   0.32484,   0.68681,  -0.55568
  -0.36824,  -0.03891,   0.59856,   0.42282,   0.52354,   0.58447,   1.00000,   0.00788,   0.01691,  -0.01399,   0.10092,   0.22729,  -0.49431,   0.20709,  -0.37588,  -0.14012,  -0.43488,   0.19736,   0.26357,   0.23810,   0.16742,   0.33693,   0.69534,  -0.54512
   0.65618,   1.16264,   0.53587,   0.27420,   0.65636,   0.54509,   1.00000,   0.00945,   0.01561,  -0.01387,   0.11280,   0.22918,  -0.49307,   0.20929,  -0.37275,  -0.13807,  -0.43125,   0.19459,   0.26175,   0.23487,   0.18998,   0.34902,   0.70153,  -0.53031
   0.79521,   5.47561,   0.72772,   0.05500,   0.84407,   0.50873,   0.00000,  -0.00879,  -0.00464,   0.00887,  -0.12714,   0.22743,  -0.49447,   0.19966,  -0.37368,  -0.13881,  -0.43633,   0.19636,   0.26316,   0.24459,   0.16455,   0.33051,   0.70013,  -0.55177
  -0.28674,  -0.42082,   0.57082,   0.46251,   0.50449,   0.59837,   1.00000,   0.00782,   0.01680,  -0.01331,   0.09652,   0.22899,  -0.49492,   0.19900,  -0.37032,  -0.13977,  -0.43774,   0.19370,   0.26392,   0.24571,   0.18386,   0.34153,   0.70906,  -0.54203
   0.52889,   0.28035,   0.50575,   0.36194,   0.59921,   0.57161,   1.00000,   0.00896,   0.01718,  -0.01366,   0.10490,   0.23078,  -0.49397,   0.19951,  -0.36688,  -0.13796,  -0.43678,   0.19097,   0.26248,   0.24495,   0.20484,   0.35214,   0.71665,  -0.52946
   1.14854,   5.25430,   0.67078,   0.05624,   0.85563,   0.50708,   0.00000,  -0.00986,  -0.00482,   0.00829,  -0.12674,   0.22881,  -0.49623,   0.18915,  -0.36785,  -0.13906,  -0.44185,   0.19263,   0.26438,   0.25366,   0.17949,   0.33514,   0.71523,  -0.55115
   5.13904,   0.42199,   0.09608,   0.21943,   0.84002,   0.47643,   0.00000,  -0.00346,  -0.01456,   0.00880,  -0.11884,   0.22812,  -0.49979,   0.18886,  -0.37076,  -0.15403,  -0.44308,   0.19439,   0.27343,   0.25440,   0.15572,   0.33285,   0.71001,  -0.57112
   1.36750,   4.32532,   0.58941,   0.07601,   0.84140,   0.48134,   0.00000,  -0.00968,  -0.00599,   0.00916,  -0.12017,   0.22618,  -0.50244,   0.18048,  -0.37196,  -0.15567,  -0.44826,   0.19622,   0.27594,   0.26232,   0.13169,   0.31869,   0.70818,  -0.59134
   5.61246,   1.84331,   0.09440,   0.11186,   0.90277,   0.42730,   0.00000,  -0.00285,  -0.00736,   0.00543,  -0.10457,   0.22561,  -0.50564,   0.17943,  -0.37343,  -0.16393,  -0.45097,   0.19731,   0.28203,   0.26433,   0.11077,   0.31671,   0.70584,  -0.61022
   3.34653,   1.12649,   0.22022,   0.19309,   0.80828,   0.45601,   0.00000,  -0.00615,  -0.01244,   0.01070,  -0.11312,   0.22438,  -0.50975,   0.17805,  -0.37592,  -0.17225,  -0.45377,   0.19945,   0.28919,   0.26674,   0.08815,   0.31173,   0.70148,  -0.62851
  -1.99553,   0.99137,   0.80504,   0.38177,   0.47173,   0.57699,   1.00000,   0.00505,   0.01709,  -0.01617,   0.10325,   0.22539,  -0.51177,   0.17905,  -0.37250,  -0.17907,  -0.45039,   0.19621,   0.29564,   0.26353,   0.10880,   0.32835,   0.70936,  -0.61877
  -0.45733,   1.17982,   0.66166,   0.30534,   0.59192,   0.54398,   1.00000,   0.00832,   0.01702,  -0.01691,   0.11312,   0.22705,  -0.51253,   0.18101,  -0.36910,  -0.18063,  -0.44637,   0.19283,   0.29719,   0.25954,   0.13142,   0.34332,   0.71627,  -0.60537
   1.61228,   6.77504,   0.65182,   0.02449,   0.91911,   0.45422,   0.00000,  -0.00877,  -0.00193,   0.00507,  -0.11260,   0.22530,  -0.51536,   0.16912,  -0.36948,  -0.18125,  -0.44898,   0.19384,   0.29882,   0.26641,   0.10890,   0.32864,   0.71572,  -0.62607
   7.60573,   4.28477,   0.04881,   0.02480,   0.97361,   0.38536,   0.00000,  -0.00139,  -0.00158,   0.00147,  -0.09128,   0.22502,  -0.51748,   0.16793,  -0.36980,  -0.18366,  -0.45033,   0.19414,   0.30105,   0.26766,   0.09065,   0.32775,   0.71526,  -0.64385
   1.61332,   0.69708,   0.37924,   0.27289,   0.70400,   0.48922,   1.00000,   0.00985,   0.01811,  -0.01712,   0.12764,   0.22699,  -0.51430,   0.16930,  -0.36617,  -0.17781,  -0.44781,   0.19071,   0.29553,   0.26528,   0.11618,   0.33743,   0.72223,  -0.62587
   3.52212,   3.61003,   0.27423,   0.06856,   0.89928,   0.42443,   0.00000,  -0.00696,  -0.00478,   0.00588,  -0.10368,   0.22560,  -0.51920,   0.16427,  -0.36713,  -0.18118,  -0.45126,   0.19189,   0.29967,   0.26952,   0.09544,   0.33175,   0.72081,  -0.64452
   4.66808,   2.81792,   0.14993,   0.07695,   0.91295,   0.40425,   0.00000,  -0.00412,  -0.00498,   0.00499,  -0.09736,   0.22477,  -0.52305,   0.16195,  -0.36813,  -0.18583,  -0.45407,   0.19289,   0.30433,   0.27233,   0.07597,   0.32883,   0.71931,  -0.66230
